Avg_TCP_transmition,Avg_RTT,Avg_TP,cluster_num,Experience score
-0.11051734682323529,-0.12883922359877903,-0.06913891193728602,0,55.82926252465643
-0.1104379315739739,-0.12901529829621217,-0.06905450953517067,0,55.82925804470259
-0.11051801724393853,-0.12838925492756106,-0.0695008650664395,0,55.829257175707184
-0.11054837252684963,-0.12886856938168456,-0.0690568011987527,0,55.82924221380064
-0.11055280210587677,-0.1289272609474956,-0.06899730442349106,0,55.829237471047044
-0.11006538138170423,-0.1288196597435087,-0.06949688708437259,0,55.829234697490925
-0.11034574738796708,-0.12854576576972382,-0.06948227232417023,0,55.82923372814637
-0.11055483728425018,-0.12826991597691723,-0.0695122369064786,0,55.829221315975786
-0.11051790722912565,-0.12869249468425142,-0.0691720329618866,0,55.82920621497117
-0.11055394769490665,-0.12893704287513078,-0.06892604665777072,0,55.82919734834709
-0.1105343297099746,-0.12901529829621217,-0.06881630623944657,0,55.8291573933915
-0.1100985094726543,-0.1288490055264142,-0.06931580242245707,0,55.829151716848465
-0.11055168196375145,-0.12873162239479213,-0.0690070764229163,0,55.829139189346215
-0.11055364778496021,-0.12810725981208004,-0.06951228014541411,0,55.82913425221878
-0.11052791512889522,-0.128780532032968,-0.06897616058402671,0,55.82913218957311
-0.11054928694127485,-0.12810725981208004,-0.06951232338434962,0,55.82913188459397
-0.11054890332440555,-0.12810725981208004,-0.06951232338434962,0,55.82913167386475
-0.1105483471277776,-0.12810725981208004,-0.0695122369064786,0,55.829131312567675
-0.10951936158123746,-0.12917180913837495,-0.06950985876502556,0,55.82913027251444
-0.11051751165412452,-0.1281447067366817,-0.0695008650664395,0,55.82912694064354
-0.1105390385831289,-0.12810725981208004,-0.06951232338434962,0,55.829126254945294
-0.11055330688253782,-0.12891747901986042,-0.0688186411419641,0,55.82911733941153
-0.1105182335904597,-0.12810725981208004,-0.06951232338434962,0,55.829114826308995
-0.11051866522692504,-0.12810725981208004,-0.06951158832244596,0,55.8291145894052
-0.10951936158123746,-0.12913268142783424,-0.06950972904821903,0,55.829109395044895
-0.10951936158123746,-0.12913268142783424,-0.06950886426950884,0,55.829108837384794
-0.11032919207192829,-0.12834034528938518,-0.06946843586480707,0,55.82910654662143
-0.1105538085500846,-0.1285946754078997,-0.06906588137520978,0,55.829105500738045
-0.11051602588016017,-0.12810725981208004,-0.06949096335020773,0,55.82909983936383
-0.10955578370275414,-0.1290739898620232,-0.06951184775605901,0,55.829099577449355
-0.10951936158123746,-0.12910333564492874,-0.06950972904821903,0,55.82909379969239
-0.11051737442260356,-0.12887835130931974,-0.06884034708759007,0,55.82909080427457
-0.11046444356540688,-0.12810725981208004,-0.06951085326054228,0,55.82908433027735
-0.10951936158123746,-0.12906420793438803,-0.0695091669420574,0,55.829072643426954
-0.10951936158123746,-0.12904464407911767,-0.06950540515466803,0,55.82905982071783
-0.11051824645740956,-0.1279979778221541,-0.06951055058799371,0,55.82905561605541
-0.11048960074833541,-0.12869249468425142,-0.06896033513363008,0,55.829054152159095
-0.10951936158123746,-0.12902508022384734,-0.06950363235831213,0,55.829048280632264
-0.10951936158123746,-0.12910333564492874,-0.06943756326485298,0,55.8290472629712
-0.10951936158123746,-0.1290739898620232,-0.06945697754689693,0,55.82904418708034
-0.10951936158123746,-0.1289957344409418,-0.06950998848183208,0,55.82903678412614
-0.11055144634072175,-0.12793928625634307,-0.06949169841211139,0,55.82903050697337
-0.10955593834531503,-0.12894682480276595,-0.0695057078272166,0,55.82902812334397
-0.10951936158123746,-0.1289663886580363,-0.06950981552609005,0,55.82902107729313
-0.1097908620409236,-0.12877075010533282,-0.06943116390239752,0,55.82901552693165
-0.11055396883688373,-0.12788059469053203,-0.06950882103057332,0,55.829011744843676
-0.10951936158123746,-0.129005516368577,-0.06946259860851323,0,55.82901142276329
-0.10951936158123746,-0.12898595251330663,-0.06947794843061925,0,55.829010924360986
-0.10951936158123746,-0.12894682480276595,-0.06950795625186312,0,55.82900948146073
-0.10951936158123746,-0.12893704287513078,-0.0695104641101227,0,55.82900590024922
-0.10951936158123746,-0.12893704287513078,-0.06950851835802475,0,55.82900464551166
-0.1105534812321,-0.12789037661816718,-0.06948715832388286,0,55.829002705828096
-0.11035715324544221,-0.12810725981208004,-0.06947405692642335,0,55.829001665054705
-0.10951936158123746,-0.1290739898620232,-0.06938221742740029,0,55.82899597740818
-0.11055386633177763,-0.12873162239479213,-0.06878184480784516,0,55.82899514906833
-0.1101424710570573,-0.1287414043224273,-0.06912338915943796,0,55.82899460478558
-0.10951936158123746,-0.1289272609474956,-0.06949368740314485,0,55.82898988319602
-0.11053310017485923,-0.12877075010533282,-0.0687589281720249,0,55.828989757600425
-0.10951936158123746,-0.1289272609474956,-0.06949044448298161,0,55.82898779196715
-0.11052046019034611,-0.1289272609474956,-0.06863669170133839,0,55.82898716514467
-0.11027850872595532,-0.12810725981208004,-0.06951232338434962,0,55.828983140602304
-0.10951936158123746,-0.12894682480276595,-0.06946618744016055,0,55.8289825464401
-0.10951936158123746,-0.12891747901986042,-0.06948655297878571,0,55.82898008406502
-0.11048610026831938,-0.128780532032968,-0.06876865693251463,0,55.8289754114411
-0.10951936158123746,-0.12885878745404938,-0.06950925341992842,0,55.82896353213808
-0.11052004356903296,-0.12880987781587352,-0.06869099980433883,0,55.82895957557293
-0.11023429252900926,-0.12810725981208004,-0.06951245310115615,0,55.828958935480614
-0.11053578314915044,-0.12841860071046657,-0.06899592077755473,0,55.82895691450085
-0.10951936158123746,-0.12888813323695492,-0.06947103020093766,0,55.828954478772424
-0.10993511255476646,-0.1284088187828314,-0.0695095993314125,0,55.82895300552746
-0.1105532426434536,-0.1289272609474956,-0.06855371618409487,0,55.82895166705319
-0.10951936158123746,-0.12890769709222524,-0.06944655696343904,0,55.828949093821784
-0.11048338385909155,-0.12783168505235615,-0.06951150184457494,0,55.828948708435945
-0.10951936158123746,-0.12903486215148252,-0.06933694626192141,0,55.82894599014383
-0.10951936158123746,-0.12885878745404938,-0.06948019685526576,0,55.828944794714396
-0.10951936158123746,-0.1288196597435087,-0.06950795625186312,0,55.82894190198219
-0.10951936158123746,-0.1289272609474956,-0.06941244144332173,0,55.82893749097525
-0.10951936158123746,-0.12891747901986042,-0.06941849489429311,0,55.82893619616591
-0.10951936158123746,-0.12880987781587352,-0.06950709147315293,0,55.82893614590758
-0.10951936158123746,-0.12886856938168456,-0.06944988636147331,0,55.828930447113514
-0.11019319903077829,-0.12810725981208004,-0.06949463865972606,0,55.82892487425463
-0.11050699179855338,-0.128555547697359,-0.06885068119317694,0,55.82892021793774
-0.11053699733002452,-0.12782190312472097,-0.06942869928307345,0,55.82891956526192
-0.10951936158123746,-0.128780532032968,-0.06950255138492438,0,55.82891762295124
-0.10951936158123746,-0.12904464407911767,-0.06928259491998545,0,55.8289161397422
-0.10955590204042678,-0.12910333564492874,-0.06919149048286607,0,55.828908653150194
-0.11055081447303555,-0.12813492480904654,-0.06913904165409254,0,55.828906712215144
-0.10951936158123746,-0.1289272609474956,-0.06935553900419068,0,55.82890079694372
-0.10951936158123746,-0.12876096817769764,-0.06948196965162166,0,55.82889395378242
-0.110550649068156,-0.12861423926317003,-0.068722304793648,0,55.828892606894044
-0.10980056276446398,-0.12846751034864243,-0.06947133287348622,0,55.82888560928069
-0.11051758952547903,-0.12890769709222524,-0.0684959057273181,0,55.828884406391154
-0.10955586085662074,-0.12871205853952178,-0.06947366777600376,0,55.82888265749337
-0.10951936158123746,-0.12889791516459007,-0.0693504368098005,0,55.82888191144733
-0.10951936158123746,-0.12873162239479213,-0.06948365597010656,0,55.82887944600599
-0.10951936158123746,-0.12869249468425142,-0.06950929665886393,0,55.828875187088265
-0.11055478041137518,-0.12775342963127476,-0.069387449338597,0,55.82886634586671
-0.11041849640496133,-0.1277827754141803,-0.06947206793538989,0,55.82886164371653
-0.11051803446364837,-0.12764582842728786,-0.06949727623479217,0,55.828859802960835
-0.10995390581126206,-0.1282229621577631,-0.06949926522582563,0,55.82885789661215
-0.11055176997560176,-0.12754800915093611,-0.06951228014541411,0,55.82883602807502
-0.10951936158123746,-0.1286240211908052,-0.06949987057092277,0,55.82883271981283
-0.11055431744034301,-0.1288196597435087,-0.06844471082767438,0,55.8288247833979
-0.11055215144000732,-0.12835990914465553,-0.06881933296493226,0,55.828820843206174
-0.11055107319917595,-0.12753822722330094,-0.06949550343843627,0,55.82881962845908
-0.10951936158123746,-0.1285946754078997,-0.06950190280089173,0,55.82881843515817
-0.11050190016525384,-0.127596918789112,-0.06948019685526576,0,55.82881393509852
-0.11055285773510608,-0.12868271275661625,-0.0685342586631154,0,55.82880894813147
-0.11055185736562922,-0.1285262019144535,-0.06865312249683216,0,55.828801873236145
-0.11007631451031162,-0.12796667622022684,-0.06951245310115615,0,55.82879744688391
-0.11051817116901153,-0.12786103083526168,-0.06921890396797936,0,55.82879472833922
-0.11051753030881017,-0.1281838344472224,-0.06895242240843176,0,55.828794077880154
-0.10951936158123746,-0.12854576576972382,-0.0695000435266648,0,55.82879124427026
-0.10926061561137486,-0.12879031396060317,-0.06951081002160678,0,55.82878601683288
-0.11051828639756989,-0.12886856938168456,-0.06837008042498427,0,55.828782857939224
-0.10951526190315139,-0.12873162239479213,-0.06933357362495164,0,55.828780411902756
-0.1105545231202106,-0.12871205853952178,-0.06844985626100006,0,55.828771031789735
-0.10951936158123746,-0.12850663805918314,-0.06949122278382079,0,55.828764762596585
-0.10951936158123746,-0.12887835130931974,-0.06916602274985073,0,55.82875259376518
-0.10951936158123746,-0.1285262019144535,-0.0694559830513802,0,55.82875243458222
-0.11055251190593339,-0.1285262019144535,-0.06857494650143023,0,55.828751821272704
-0.10951936158123746,-0.12894682480276595,-0.06909969422277853,0,55.82874621054085
-0.10951936158123746,-0.128780532032968,-0.06922811386124297,0,55.82874064933959
-0.11053381445799004,-0.12877075010533282,-0.06836960479669366,0,55.82873909688771
-0.1102848808317504,-0.1284772922762776,-0.0688234839027412,0,55.828739082294526
-0.11055436426838729,-0.1275284452956658,-0.0693608141543229,0,55.828729382239224
-0.10951936158123746,-0.12908377178965838,-0.06895981626640396,0,55.828728788155615
-0.10951936158123746,-0.12880009588823835,-0.06918742602292814,0,55.82872480833042
-0.10941538146349504,-0.1285262019144535,-0.06949723299585667,0,55.82872191815947
-0.11020462713037862,-0.1277045199930989,-0.06949688708437259,0,55.828718579807976
-0.11051797209003272,-0.12887835130931974,-0.06825467570610831,0,55.82871346597611
-0.11038454248542669,-0.12905442600675285,-0.06821091790337228,0,55.82870552532071
-0.11045782335229247,-0.128780532032968,-0.0683545144082007,0,55.82869282055752
-0.1105544998736023,-0.12775342963127476,-0.06911236323088293,0,55.828688800307866
-0.10951936158123746,-0.12866314890134592,-0.0692426421435743,0,55.82868763701422
-0.11055056550473073,-0.12743062601931404,-0.06935579843780373,0,55.828672079028706
-0.10951936158123746,-0.12834034528938518,-0.0694808022003629,0,55.82866967054562
-0.10951936158123746,-0.12894682480276595,-0.0689800088492871,0,55.82866903083476
-0.11051815174900542,-0.12894682480276595,-0.06812746675783815,0,55.82866792442772
-0.11051828529742176,-0.12727411517715126,-0.06950198927876275,0,55.828665448723896
-0.10951936158123746,-0.12887835130931974,-0.06902130203269906,0,55.828659269751384
-0.1105466289355629,-0.12800775974978928,-0.06886088558195728,0,55.82865746524581
-0.11051823894770277,-0.1281544886643169,-0.06875689594205595,0,55.828652786667895
-0.10951936158123746,-0.12858489348026453,-0.06924804701051304,0,55.82864953515495
-0.11024996901802318,-0.12771430192073407,-0.06933305475772553,0,55.82864303605147
-0.10976439285960257,-0.12854576576972382,-0.06905930905701227,0,55.828641630723894
-0.11035855368617777,-0.12742084409167886,-0.06947872673145843,0,55.82864067575343
-0.11039528370993437,-0.12846751034864243,-0.06858316189917711,0,55.82863955928635
-0.10951936158123746,-0.12861423926317003,-0.06920567285371332,0,55.82863780500467
-0.11052107273369127,-0.1280762332432355,-0.06877912075490804,0,55.82862708848596
-0.11046702178646323,-0.12857511155262935,-0.06841314640475214,0,55.82862651525379
-0.11051816284615176,-0.12720564168370505,-0.06949057419978814,0,55.828621633135285
-0.11042776950570728,-0.12886856938168456,-0.06819695172720257,0,55.82862149418961
-0.10951936158123746,-0.12823274408539828,-0.06949459542079056,0,55.828621383468885
-0.10951936158123746,-0.12885878745404938,-0.06896491846079413,0,55.82861251362518
-0.11051795539648068,-0.1271762959007995,-0.06949399007569342,0,55.82860812747796
-0.11051628699366553,-0.12873162239479213,-0.06821238802717962,0,55.828607294920914
-0.11049948787523486,-0.12745997180221955,-0.06926867198275127,0,55.82860343091455
-0.10951936158123746,-0.12816427059195207,-0.06950886426950884,0,55.828594196591226
-0.11051727526577439,-0.12763604649965268,-0.06908961955080471,0,55.82859130648728
-0.11054148574306032,-0.12738171638113818,-0.06927762244240182,0,55.82859068766313
-0.11055411601757037,-0.12757735493384165,-0.06910055900148873,0,55.82858740909543
-0.11050234806903989,-0.127146950117894,-0.06949593582779137,0,55.8285852142383
-0.1095178072154289,-0.12819361637485757,-0.06946359310402996,0,55.82857974400638
-0.1104813261994303,-0.12713716819025883,-0.0695122369064786,0,55.8285789802068
-0.11051827353062003,-0.12890769709222524,-0.06801789929525602,0,55.82857654414635
-0.10951936158123746,-0.12810725981208004,-0.06951240986222064,0,55.828566186261554
-0.10951936158123746,-0.12810725981208004,-0.06951236662328514,0,55.82856615837827
-0.10951936158123746,-0.12810725981208004,-0.06951236662328514,0,55.82856615837827
-0.10951936158123746,-0.12810725981208004,-0.06951236662328514,0,55.82856615837827
-0.10951936158123746,-0.12810725981208004,-0.06951232338434962,0,55.828566130495
-0.10951936158123746,-0.12810725981208004,-0.06951228014541411,0,55.828566102611724
-0.10951936158123746,-0.12810725981208004,-0.06951228014541411,0,55.828566102611724
-0.10951936158123746,-0.12810725981208004,-0.06951215042860759,0,55.82856601896189
-0.10951936158123746,-0.12810725981208004,-0.06951210718967207,0,55.828565991078605
-0.10951936158123746,-0.12810725981208004,-0.06951206395073656,0,55.82856596319533
-0.10951936158123746,-0.12810725981208004,-0.06951098297734881,0,55.82856526611338
-0.10951936158123746,-0.12810725981208004,-0.06951098297734881,0,55.82856526611338
-0.10951936158123746,-0.12810725981208004,-0.06950968580928352,0,55.82856442961506
-0.10951936158123746,-0.12810725981208004,-0.06950929665886393,0,55.82856417866556
-0.10951936158123746,-0.12810725981208004,-0.06950864807483129,0,55.82856376041641
-0.11055321977950554,-0.12851641998681831,-0.0682868887130632,0,55.82856125921881
-0.10951936158123746,-0.12810725981208004,-0.06950337292469908,0,55.82856035865679
-0.10951936158123746,-0.12810725981208004,-0.06950194603982725,0,55.82855943850875
-0.10951936158123746,-0.12810725981208004,-0.069500908305375,0,55.828558769310185
-0.1105306260373824,-0.12838925492756106,-0.0683990072728404,0,55.82855356785209
-0.11021296740117632,-0.12749909951276026,-0.06939860498395856,0,55.82855061999048
-0.10951936158123746,-0.12810725981208004,-0.06948685565133428,0,55.82854970724742
-0.11053635053858979,-0.1283012175788445,-0.06845655829600408,0,55.828547038713225
-0.10951936158123746,-0.12810725981208004,-0.06948071572249188,0,55.828545747823725
-0.10948163938840243,-0.12810725981208004,-0.06951137212776841,0,55.82854479592435
-0.11055462868659843,-0.12699043927573123,-0.06951042087118718,0,55.828540104034026
-0.10950640475406322,-0.1283012175788445,-0.06932298008575172,0,55.8285399862348
-0.11053888413189811,-0.12738171638113818,-0.0691985816682897,0,55.82853828828044
-0.10951936158123746,-0.12905442600675285,-0.06868023330939686,0,55.82853290309519
-0.10948670387536127,-0.12850663805918314,-0.06915776411316835,0,55.82853178904993
-0.11054861733372456,-0.12883922359877903,-0.06797159039532491,0,55.82852696187738
-0.10951936158123746,-0.1287414043224273,-0.06890135722559455,0,55.82850914451562
-0.10951936158123746,-0.12882944167114385,-0.06882374333635427,0,55.828505880912616
-0.11055294196818673,-0.12856532962499417,-0.06815639360569428,0,55.82850294985439
-0.110550000076425,-0.1269317477099202,-0.06949935170369664,0,55.82849923452183
-0.11024161535837924,-0.1272252055389754,-0.06949182812891792,0,55.828480923707914
-0.10951936158123746,-0.12850663805918314,-0.06904733187187602,0,55.82847851507771
-0.11045873188331683,-0.12864358504607556,-0.06812781266932222,0,55.82847435482478
-0.11051666931905658,-0.12689598157125753,-0.06951215042860759,0,55.828470172312294
-0.10951936158123746,-0.12871205853952178,-0.06885729675030995,0,55.828465136595824
-0.1105217014922632,-0.12688283807174433,-0.06950756710144353,0,55.8284629965339
-0.11054136190464701,-0.12690240192701466,-0.06946216621915813,0,55.828454915321615
-0.11042081690436034,-0.129005516368577,-0.06783028555407851,0,55.82845401307215
-0.10951936158123746,-0.12904464407911767,-0.06856543393561805,0,55.828453676228044
-0.11055472980456124,-0.12889791516459007,-0.06779911028157587,0,55.8284502888913
-0.10951936158123746,-0.12790994047343754,-0.06949450894291954,0,55.82844978313736
-0.10951936158123746,-0.12810725981208004,-0.0693298983154333,0,55.82844849111758
-0.1105548189643922,-0.12791972240107272,-0.06859336628795745,0,55.828442669426465
-0.1105182871150578,-0.12688283807174433,-0.06947876997039393,0,55.82844255062888
-0.1103837227794056,-0.12846751034864243,-0.06828399170438403,0,55.82844028986479
-0.1094826991491034,-0.12816427059195207,-0.06929941486589881,0,55.82843899125999
-0.11017506428468662,-0.1274501898745844,-0.0692910265124099,0,55.82843443451141
-0.11055407665140037,-0.12760670071674715,-0.06883468278703828,0,55.82843153032752
-0.11053528502121068,-0.12715673204552919,-0.06921125067639411,0,55.82842492268386
-0.11055382012555623,-0.12773386577600443,-0.06871080323680237,0,55.82841908263933
-0.1105527339445253,-0.12791972240107272,-0.06855656995383852,0,55.82841779595461
-0.10951936158123746,-0.12829143565120932,-0.06912935613253833,0,55.82841704465969
-0.11035954405865642,-0.12882944167114385,-0.06796207782951273,0,55.8284117663156
-0.1104860021638058,-0.1268143645782981,-0.0695113288888329,0,55.82840942493406
-0.11055466207370253,-0.1272252055389754,-0.06911331448746415,0,55.8284087991196
-0.11054976383157246,-0.12761648264438233,-0.06878257986974882,0,55.828400760636555
-0.110399838323188,-0.12690240192701466,-0.06949200108465997,0,55.82839641200238
-0.11053898276256949,-0.1272936790324216,-0.06903976505816178,0,55.82838914432541
-0.10951936158123746,-0.1284772922762776,-0.06893188391406456,0,55.828388472418396
-0.11055027516128976,-0.12690240192701466,-0.06934810190728298,0,55.82838625557089
-0.11042504247765839,-0.12687305614410915,-0.06947755928019965,0,55.8283853499069
-0.11055475582545611,-0.1287511862500625,-0.06780200729025504,0,55.828374194327196
-0.10951936158123746,-0.1287511862500625,-0.06867577969903935,0,55.82836887849282
-0.11049266341722869,-0.12895660673040113,-0.06767060416524041,0,55.82836451968558
-0.10951936158123746,-0.12781212119708582,-0.06944097914075827,0,55.82836328062962
-0.11039113117690559,-0.12735237059823265,-0.06906808656092078,0,55.82835737790831
-0.10951936158123746,-0.12834034528938518,-0.06898865663638908,0,55.82835230520462
-0.10955416997677915,-0.12766539228255822,-0.06950847511908924,0,55.82834795302086
-0.11051822306730369,-0.12666763566377048,-0.06950912370312189,0,55.82834773122211
-0.10951936158123746,-0.1290739898620232,-0.06837202617708221,0,55.82834455308394
-0.10951936158123746,-0.12885878745404938,-0.06854537106954145,0,55.82834196743436
-0.11014090808139383,-0.12869249468425142,-0.06813568215558503,0,55.82833083309739
-0.10951936158123746,-0.12871205853952178,-0.06864291810805181,0,55.82832689380721
-0.10951936158123746,-0.1288490055264142,-0.06851337425726411,0,55.82831613580759
-0.10951936158123746,-0.12798819589451893,-0.06921760679991405,0,55.82831280531118
-0.10951936158123746,-0.12790994047343754,-0.06927260672588267,0,55.82830668618288
-0.10951936158123746,-0.128555547697359,-0.06873540619110752,0,55.82830336001648
-0.10951936158123746,-0.12786103083526168,-0.06930577098941877,0,55.82830208107955
-0.1102518319036331,-0.12688283807174433,-0.06948564496114001,0,55.82830061314364
-0.11051425091073552,-0.12739149830877333,-0.06884056328226762,0,55.82829908376171
-0.10951936158123746,-0.1278512489076265,-0.06930084175077064,0,55.82829370408443
-0.11048989841015307,-0.1290739898620232,-0.06745164219581821,0,55.828284188969086
-0.11044693499493068,-0.12794906818397825,-0.06840743886526483,0,55.82827910542544
-0.11053264380471585,-0.12704913084154226,-0.06906635700350039,0,55.828272855679266
-0.10874037232513924,-0.1283990368551962,-0.06947410016535886,0,55.82826863763976
-0.10951936158123746,-0.12754800915093611,-0.0695087777916378,0,55.8282666484137
-0.11053088562450829,-0.12651112482160773,-0.06949558991630729,0,55.828262790326185
-0.11051805053537757,-0.12708825855208297,-0.06902899856321983,0,55.82826154086367
-0.10951936158123746,-0.12877075010533282,-0.0684914953558961,0,55.82826043941365
-0.11054865024250338,-0.12679480072302776,-0.06922283871111076,0,55.82824740585585
-0.10951936158123746,-0.12772408384836925,-0.06933227645688635,0,55.82824639738787
-0.11055460156555544,-0.1281544886643169,-0.06809252969794613,0,55.82824434716067
-0.10951936158123746,-0.12756757300620647,-0.0694572802194455,0,55.82824383578377
-0.10951936158123746,-0.12851641998681831,-0.06866855879680919,0,55.828239459506165
-0.1103439268819764,-0.12903486215148252,-0.06753777415535396,0,55.82823874929196
-0.10951936158123746,-0.12772408384836925,-0.0693163645286187,0,55.828236136335306
-0.10951936158123746,-0.12864358504607556,-0.06855834275019443,0,55.82823596606713
-0.10951936158123746,-0.12769473806546372,-0.06933858934147079,0,55.828234873497664
-0.10951936158123746,-0.12765561035492304,-0.06936686760529427,0,55.82823231607409
-0.10935145520400179,-0.12849685613154796,-0.06880930153189395,0,55.8282275885061
-0.11055478442930747,-0.12639374168998563,-0.06951210718967207,0,55.82822419338039
-0.11054535137659009,-0.12641330554525598,-0.069489968854691,0,55.82821513130356
-0.11051426707386834,-0.12889791516459007,-0.06745890633698387,0,55.82820868642368
-0.10951936158123746,-0.12834034528938518,-0.06876299263196284,0,55.82820678420049
-0.11047791493133917,-0.12727411517715126,-0.06881989507109389,0,55.82820341668962
-0.10951936158123746,-0.1281544886643169,-0.06890598379169412,0,55.82820022380842
-0.10951936158123746,-0.1286729308289811,-0.06847722650717783,0,55.828199253513134
-0.10951936158123746,-0.12788059469053203,-0.06911409278830333,0,55.828188871458785
-0.10951407556080822,-0.1281447067366817,-0.06890031949114232,0,55.82818846909212
-0.10951936158123746,-0.1274012802364085,-0.06950769681825006,0,55.82818797766303
-0.10955595154709258,-0.12735237059823265,-0.0695104641101227,0,55.82818387040313
-0.10951936158123746,-0.1274012802364085,-0.06949930846476114,0,55.828182568271444
-0.10933147529137158,-0.12760670071674715,-0.06948906083704529,0,55.82818191515957
-0.10951936158123746,-0.12810725981208004,-0.06890079511943294,0,55.828171779245224
-0.10951936158123746,-0.12746975372985472,-0.0694258022743943,0,55.82817155412826
-0.11052852470662368,-0.12897617058567146,-0.06730942933692612,0,55.82816171916432
-0.11055458702446712,-0.12627635855836356,-0.06951197747286554,0,55.82816162471532
-0.10951936158123746,-0.128105579026141,-0.06888609388135956,0,55.82816140581407
-0.11038188046178245,-0.12643286940052634,-0.06951011819863862,0,55.828148721666146
-0.10970521976618396,-0.12712738626262365,-0.06951128564989739,0,55.82814683667418
-0.11054824490966667,-0.12886856938168456,-0.06735764075001967,0,55.82814645674369
-0.10950110577101907,-0.12857511155262935,-0.06848903073657203,0,55.828144852823755
-0.1088681432460955,-0.1286240211908052,-0.06898186812351402,0,55.82814096325571
-0.10950313477899645,-0.12743062601931404,-0.0694188840447127,0,55.8281373861998
-0.1104871329247522,-0.12632526819653941,-0.06948620706730163,0,55.828133941748554
-0.11051111477108025,-0.1285946754078997,-0.06759411448832338,0,55.828132988942336
-0.10951936158123746,-0.12819361637485757,-0.06876792187061097,0,55.82813198702297
-0.11052646795578044,-0.12786103083526168,-0.06818294231209736,0,55.82813124435324
-0.11036252364244968,-0.12646221518343184,-0.06947371101493927,0,55.82813020474147
-0.11022002097698848,-0.12739149830877333,-0.06882698625651751,0,55.82812869982769
-0.10951936158123746,-0.12731324288769197,-0.06948283443033186,0,55.828125160595015
-0.10951936158123746,-0.12895660673040113,-0.06812586691722428,0,55.82812343604268
-0.10951936158123746,-0.12773386577600443,-0.06912784276979549,0,55.82811976366971
-0.10951936158123746,-0.12772408384836925,-0.06913385298183136,0,55.82811844113643
-0.10951936158123746,-0.12727411517715126,-0.06949952465943869,0,55.82811513072984
-0.11051816169817111,-0.12683392843356844,-0.0689896943708413,0,55.82810110408446
-0.10951936158123746,-0.1277729934865451,-0.06906242226036899,0,55.82809836962964
-0.10948089308853597,-0.12835012721702035,-0.06861152664087161,0,55.828093177749885
-0.11051176954628564,-0.12704913084154226,-0.06880221034647033,0,55.8280910514185
