Avg_TCP_transmition,Avg_RTT,Avg_TP,MSISDN/Number
28343549.43978971,1702.0,229424.0,6
27660293.172519147,2225.0,64333.0,7
27427682.43978971,3136.0,9753.0,4
27148051.43978971,623.0,1286.0,2
27065683.43978971,140.0,14969.0,2
27064131.43978971,483.0,11966.0,2
27058410.0,54.0,38.0,1
26868796.0,306.0,255.0,1
26845779.43978971,285.0,2970.0,2
26732367.43978971,90.0,21374.0,2
26704492.43978971,205.0,9161.0,4
26500302.35069952,1499.0,64214.0,3
26417710.43978971,423.0,26330.0,2
26390630.261609334,1094.828174363816,16381.0,5
26026701.43978971,573.0,6638.0,2
25956384.43978971,681.0,16247.0,2
25744513.261609334,2046.828174363816,60667.0,6
25696949.35069952,561.0,29889.0,4
25576998.0,175.0,541.0,1
25463225.43978971,210.0,38276.0,2
25259830.43978971,101.0,89269.0,2
25246927.43978971,110.0,35437.0,2
25159292.43978971,84.0,16262.0,2
25012366.43978971,921.0,20590.0,4
24820152.35069952,241.82817436381612,78810.0,4
24815763.43978971,506.0,39219.0,3
24796254.08342896,1389.0,119366.0,5
24748032.0,305.0,534.0,1
24626270.43978971,495.3126974552644,15.0,4
24602451.261609334,2231.8281743638163,46168.0,7
24446602.43978971,584.8281743638161,56639.0,4
24444521.35069952,286.0,89319.0,3
24426925.35069952,2550.0,1897.0,3
24390323.35069952,335.0,12199.0,3
24370568.43978971,147.0,20894.0,2
24270056.43978971,377.0,3465.0,3
24125388.43978971,3315.0,19348.0,2
24059978.43978971,339.0,976.0,2
24030974.43978971,331.0,88711.0,4
23979942.43978971,4370.0,62627.0,3
23824915.43978971,139.0,46705.0,3
23822832.43978971,81.0,352.0,2
23786730.43978971,569.0,42401.0,2
23775756.43978971,529.0,4047.0,2
23643707.528879896,587.0,18925.0,2
23583241.261609334,379.0,54090.0,5
23377984.261609334,267.0,74974.0,4
23328730.528879896,3968.0,41262.0,4
23318205.43978971,1042.0,13378.0,2
23219444.261609334,628.0,141086.0,4
23195329.261609334,782.0,54065.0,3
23152228.43978971,1493.0,73148.0,3
23098643.35069952,368.0,94334.0,4
23022785.43978971,147.0,77040.0,3
22913535.43978971,142.0,103300.0,2
22864533.43978971,728.0,59747.0,2
22831737.43978971,1683.0,151.0,2
22770875.35069952,358.0,17892.0,2
22748782.43978971,327.8281743638161,116.0,2
22708121.43978971,2742.0,10365.0,3
22666252.35069952,781.0,41856.0,4
22640932.43978971,409.8281743638161,72328.0,3
22597951.35069952,636.0,82233.0,3
22565415.35069952,346.0,96258.0,3
22531937.35069952,154.0,70645.0,2
22524341.43978971,346.8281743638161,2178.0,2
22484313.43978971,267.0,14593.0,2
22480560.35069952,714.0,50592.0,2
22470751.35069952,447.8281743638161,2197.0,2
22453228.35069952,99.0,20836.0,2
22452576.35069952,293.0,60921.0,3
22442827.35069952,5740.0,7341.0,3
22437626.0,123.8281743638161,25.0,1
22430579.35069952,1530.0,77.0,2
22430556.35069952,248.82817436381612,72491.0,3
22427951.35069952,80.0,35531.0,2
22427516.35069952,1025.0,4086.0,2
22420291.35069952,814.0,20112.0,2
22419954.35069952,340.0,38088.0,2
22419604.35069952,130.0,84376.0,2
22416609.35069952,222.0,13648.0,2
22416077.35069952,831.0,17207.0,3
22415470.35069952,118.0,4927.0,2
22415433.35069952,185.82817436381612,52299.0,2
22415372.35069952,209.0,40239.0,2
22415318.35069952,76.0,48805.0,2
22331746.43978971,83.0,8203.0,2
22311517.43978971,414.0,251050.0,5
22233085.43978971,597.0,6462.0,2
22215912.43978971,1907.0,5907.0,2
22160929.43978971,226.0,8789.0,2
22106286.43978971,127.0,38680.0,2
22105407.43978971,305.0,1389.0,2
22077557.43978971,390.0,2396.0,2
22030656.43978971,76.0,23669.0,2
22001775.43978971,1483.0,21401.0,3
21988237.43978971,193.0,2164.0,2
21972234.43978971,247.0,3624.0,2
21927838.43978971,822.0,32180.0,2
21919874.43978971,104.0,4382.0,2
21889391.43978971,380.0,29017.0,2
21886652.43978971,351.0,53784.0,2
21880849.43978971,5249.0,51554.0,4
21769665.528879896,156.0,22985.0,2
21759506.43978971,120.0,14157.0,2
21745715.43978971,107.0,103594.0,2
21734704.43978971,60.0,4137.0,2
21729715.43978971,1573.0,765.0,2
21710118.43978971,1433.0,36789.0,2
21696547.43978971,293.0,97025.0,4
21687858.43978971,163.0,226889.0,3
21681491.43978971,115.0,1130.0,2
21680882.43978971,305.0,8519.0,2
21677573.43978971,139.0,42415.0,2
21675357.43978971,103.0,116548.0,2
21672997.43978971,220.0,20994.0,2
21667242.43978971,923.0,852.0,2
21659739.43978971,1078.0,195.0,2
21659173.43978971,407.8281743638161,147.0,2
21652889.43978971,224.0,14872.0,2
21651655.43978971,76.0,50628.0,2
21648995.43978971,292.0,5761.0,1
21648995.43978971,625.0,5433.0,1
21648995.43978971,431.0,5547.0,1
21648995.43978971,144.0,5547.0,1
21648995.43978971,123.8281743638161,243.0,1
21648995.43978971,40.0,2313.0,1
21648995.43978971,35.0,45257.0,1
21648995.43978971,154.0,1653.0,1
21648995.43978971,46.0,1447.0,1
21648995.43978971,42.0,1524.0,1
21648995.43978971,55.0,229.0,1
21648995.43978971,75.0,6115.0,1
21648995.43978971,74.0,244.0,1
21648995.43978971,40.0,509.0,1
21648995.43978971,1349.0,265.0,1
21648995.43978971,123.8281743638161,734.0,1
21648995.43978971,28.0,5316.0,1
21648995.43978971,123.8281743638161,267.0,1
21648995.43978971,202.0,5217.0,1
21648995.43978971,842.0,5015.0,1
21648995.43978971,44.0,958.0,1
21648995.43978971,272.0,689.0,1
21648995.43978971,150.0,4894.0,1
21648995.43978971,361.0,498.0,1
21648995.43978971,299.0,4837.0,1
21648995.43978971,149.0,4780.0,1
21648995.43978971,41.0,45143.0,1
21648995.43978971,22.0,1732.0,1
21648995.43978971,222.0,4606.0,1
21648995.43978971,67.0,6240.0,1
21648995.43978971,123.8281743638161,210.0,1
21648995.43978971,5133.0,698.0,1
21648995.43978971,69.0,76529.0,1
21648995.43978971,196.0,110.0,1
21648995.43978971,4999.0,8339.0,1
21648995.43978971,701.0,112.0,1
21648995.43978971,248.0,1558.0,1
21648995.43978971,379.0,8022.0,1
21648995.43978971,45.0,8012.0,1
21648995.43978971,915.0,522.0,1
21648995.43978971,1433.0,1606.0,1
21648995.43978971,671.0,118.0,1
21648995.43978971,52.0,124.0,1
21648995.43978971,266.0,7821.0,1
21648995.43978971,37.0,49381.0,1
21648995.43978971,53.0,7517.0,1
21648995.43978971,25.0,26375.0,1
21648995.43978971,303.0,152.0,1
21648995.43978971,285.0,7253.0,1
21648995.43978971,199.0,7250.0,1
21648995.43978971,72.0,7095.0,1
21648995.43978971,28.0,163.0,1
21648995.43978971,954.0,6919.0,1
21648995.43978971,136.0,6819.0,1
21648995.43978971,1589.0,6699.0,1
21648995.43978971,64.0,40066.0,1
21648995.43978971,464.0,26514.0,1
21648995.43978971,55.0,6576.0,1
21648995.43978971,30.0,204.0,1
21648995.43978971,205.0,685.0,1
21648995.43978971,282.0,4591.0,1
21648995.43978971,60.0,666.0,1
21648995.43978971,163.0,4535.0,1
21648995.43978971,344.0,2887.0,1
21648995.43978971,2000.0,3384.0,1
21648995.43978971,170.0,3367.0,1
21648995.43978971,330.0,3357.0,1
21648995.43978971,2369.0,448.0,1
21648995.43978971,908.0,365.0,1
21648995.43978971,179.0,1276.0,1
21648995.43978971,749.0,370.0,1
21648995.43978971,396.0,3087.0,1
21648995.43978971,25.0,1283.0,1
21648995.43978971,320.0,3028.0,1
21648995.43978971,25.0,3012.0,1
21648995.43978971,41.0,599.0,1
21648995.43978971,245.0,2907.0,1
21648995.43978971,285.0,407.0,1
21648995.43978971,62.0,44355.0,1
21648995.43978971,251.0,2354.0,1
21648995.43978971,297.0,1305.0,1
21648995.43978971,111.0,413.0,1
21648995.43978971,144.0,415.0,1
21648995.43978971,37.0,32068.0,1
21648995.43978971,455.0,2255.0,1
21648995.43978971,235.0,424.0,1
21648995.43978971,81.0,1306.0,1
21648995.43978971,123.8281743638161,592.0,1
21648995.43978971,1238.0,431.0,1
21648995.43978971,104.0,70668.0,1
21648995.43978971,429.0,432.0,1
21648995.43978971,247.0,2299.0,1
21648995.43978971,814.0,2393.0,1
21648995.43978971,40.0,434.0,1
21648995.43978971,32.0,1153.0,1
21648995.43978971,923.0,334.0,1
21648995.43978971,41.0,2173.0,1
21648995.43978971,40.0,3629.0,1
21648995.43978971,133.0,29048.0,1
21648995.43978971,247.0,4427.0,1
21648995.43978971,873.0,17774.0,1
21648995.43978971,79.0,287.0,1
21648995.43978971,38.0,1070.0,1
21648995.43978971,576.0,290.0,1
21648995.43978971,71.0,291.0,1
21648995.43978971,123.8281743638161,4222.0,1
21648995.43978971,369.0,297.0,1
21648995.43978971,163.0,4167.0,1
21648995.43978971,83.0,491.0,1
21648995.43978971,38.0,104.0,1
21648995.43978971,266.0,1102.0,1
21648995.43978971,207.0,4062.0,1
21648995.43978971,29.0,4059.0,1
21648995.43978971,209.0,299.0,1
21648995.43978971,231.0,4039.0,1
21648995.43978971,166.0,4021.0,1
21648995.43978971,301.0,300.0,1
21648995.43978971,729.0,3853.0,1
21648995.43978971,326.0,552.0,1
21648995.43978971,196.0,304.0,1
21648995.43978971,49.0,39214.0,1
21648995.43978971,41.0,34922.0,1
21648995.43978971,43.0,3747.0,1
21648995.43978971,707.0,320.0,1
21648995.43978971,695.0,1126.0,1
21648995.43978971,421.0,460.0,1
21648995.43978971,189.0,2004.0,1
21648995.43978971,345.0,4137.0,1
21648995.43978971,485.0,217.0,1
21648995.43978971,836.0,8495.0,1
21648995.43978971,47.0,40706.0,1
21648995.43978971,119.0,14026.0,1
21648995.43978971,263.0,14066.0,1
21648995.43978971,59.0,14133.0,1
21648995.43978971,123.8281743638161,14146.0,1
21648995.43978971,213.0,14210.0,1
21648995.43978971,203.0,14217.0,1
21648995.43978971,218.0,14379.0,1
21648995.43978971,123.8281743638161,34.0,1
21648995.43978971,123.8281743638161,34.0,1
21648995.43978971,124.0,14486.0,1
21648995.43978971,229.0,14957.0,1
21648995.43978971,167.0,14976.0,1
21648995.43978971,62.0,20110.0,1
21648995.43978971,152.0,54197.0,1
21648995.43978971,563.0,21.0,1
21648995.43978971,157.0,13690.0,1
21648995.43978971,264.0,40.0,1
21648995.43978971,54848.0,21.0,1
21648995.43978971,86.0,13427.0,1
21648995.43978971,100.0,12114.0,1
21648995.43978971,403.0,49.0,1
21648995.43978971,387.0,48.0,1
21648995.43978971,69.0,22066.0,1
21648995.43978971,38.0,12314.0,1
21648995.43978971,223.0,12332.0,1
21648995.43978971,330.0,46.0,1
21648995.43978971,51.0,104.0,1
21648995.43978971,474.0,12607.0,1
21648995.43978971,47.0,12663.0,1
21648995.43978971,39.0,46.0,1
21648995.43978971,24.0,12781.0,1
21648995.43978971,28.0,21902.0,1
21648995.43978971,175.0,13060.0,1
21648995.43978971,559.0,45.0,1
21648995.43978971,62.0,15152.0,1
21648995.43978971,84.0,40877.0,1
21648995.43978971,232.0,50.0,1
21648995.43978971,123.8281743638161,4.0,1
21648995.43978971,123.8281743638161,3.0,1
21648995.43978971,47.0,746.0,1
21648995.43978971,123.8281743638161,2.0,1
21648995.43978971,257.0,17051.0,1
21648995.43978971,123.8281743638161,2.0,1
21648995.43978971,698.0,2.0,1
21648995.43978971,123.8281743638161,2.0,1
21648995.43978971,115.0,17219.0,1
21648995.43978971,250.0,17329.0,1
21648995.43978971,100.0,17333.0,1
21648995.43978971,387.0,17377.0,1
21648995.43978971,78.0,17971.0,1
21648995.43978971,123.8281743638161,1.0,1
21648995.43978971,238.0,17467.0,1
21648995.43978971,100.0,732.0,1
21648995.43978971,817.0,3.0,1
21648995.43978971,183.0,18618.0,1
21648995.43978971,44.0,56217.0,1
21648995.43978971,186.0,16490.0,1
21648995.43978971,82.0,19517.0,1
21648995.43978971,171.0,15505.0,1
21648995.43978971,1152.0,12.0,1
21648995.43978971,109.0,58190.0,1
21648995.43978971,695.0,763.0,1
21648995.43978971,50.0,15928.0,1
21648995.43978971,362.0,760.0,1
21648995.43978971,58.0,19350.0,1
21648995.43978971,123.8281743638161,9.0,1
21648995.43978971,123.8281743638161,8.0,1
21648995.43978971,643.0,7.0,1
21648995.43978971,123.8281743638161,7.0,1
21648995.43978971,27.0,19247.0,1
21648995.43978971,245.0,6.0,1
21648995.43978971,123.8281743638161,4.0,1
21648995.43978971,76.0,91739.0,1
21648995.43978971,37.0,78381.0,1
21648995.43978971,47.0,22366.0,1
21648995.43978971,2382.0,817.0,1
21648995.43978971,442.0,10384.0,1
21648995.43978971,59.0,78953.0,1
21648995.43978971,182.0,51389.0,1
21648995.43978971,267.0,71.0,1
21648995.43978971,2768.0,811.0,1
21648995.43978971,241.0,10203.0,1
21648995.43978971,66.0,23942.0,1
21648995.43978971,64.0,73.0,1
21648995.43978971,47.0,74.0,1
21648995.43978971,236.0,75.0,1
21648995.43978971,26.0,76.0,1
21648995.43978971,358.0,77.0,1
21648995.43978971,240.0,81.0,1
21648995.43978971,38.0,9546.0,1
21648995.43978971,160.0,10440.0,1
21648995.43978971,118.0,83.0,1
21648995.43978971,19.0,83.0,1
21648995.43978971,181.0,85.0,1
21648995.43978971,123.8281743638161,88.0,1
21648995.43978971,147.0,9213.0,1
21648995.43978971,39.0,91.0,1
21648995.43978971,955.0,9090.0,1
21648995.43978971,341.0,8901.0,1
21648995.43978971,162.0,8895.0,1
21648995.43978971,105.0,8860.0,1
21648995.43978971,41.0,40242.0,1
21648995.43978971,163.0,8756.0,1
21648995.43978971,454.0,103.0,1
21648995.43978971,158.0,10408.0,1
21648995.43978971,123.8281743638161,73.0,1
21648995.43978971,19.0,63.0,1
21648995.43978971,34.0,798.0,1
21648995.43978971,113.0,23164.0,1
21648995.43978971,48.0,23106.0,1
21648995.43978971,45.0,11359.0,1
21648995.43978971,872.0,787.0,1
21648995.43978971,36.0,61.0,1
21648995.43978971,15.0,60.0,1
21648995.43978971,123.8281743638161,22803.0,1
21648995.43978971,22.0,63.0,1
21648995.43978971,169.0,11848.0,1
21648995.43978971,33.0,57.0,1
21648995.43978971,219.0,56.0,1
21648995.43978971,123.8281743638161,64.0,1
21648995.43978971,83.0,10757.0,1
21648995.43978971,247.0,10685.0,1
21648995.43978971,185.0,10639.0,1
21648995.43978971,56.0,23612.0,1
21648995.43978971,558.0,65.0,1
21648995.43978971,226.0,11940.0,1
21648995.43978971,57.0,705.0,1
21648995.43978971,248.0,51.0,1
20959885.528879896,6309.0,19155.0,3
20929998.528879896,776.0,2644.0,1
20921281.528879896,169.0,92.0,1
20913570.528879896,455.0,264.0,1
20898626.528879896,191.0,15073.0,1
20894009.528879896,295.0,634.0,1
20892686.528879896,323.0,510.0,1
20888302.528879896,242.0,42952.0,1
20887840.528879896,681.0,4236.0,1
20887544.528879896,25.0,14.0,1
20887450.528879896,263.0,153.0,1
20887436.528879896,78.0,30570.0,2
20887207.528879896,487.0,86.0,1
20886356.528879896,1068.0,2653.0,1
20885931.528879896,62.0,897.0,1
20885180.528879896,890.0,8937.0,1
20885070.528879896,22.0,7423.0,1
20884311.528879896,38.0,156.0,1
20884035.528879896,201.0,46.0,1
20136937.910909813,1080.0,605.0,2
19244383.0,232.0,23819.0,1
18582888.0,258.02811645035536,199.0,2
17763393.0,224.0,27.0,1
16637726.0,933.0,28997.0,3
16526304.0,79.0,10480.0,1
15972932.0,56.0,1880.0,1
15770126.0,87.0,951.0,1
15456773.0,722.0,19442.0,1
15330021.910909813,974.0,459.0,1
14692316.0,415.0,9447.0,1
14389966.910909813,1337.0,15867.0,3
14164528.0,262.0,4352.0,1
13328842.0,224.0,47672.0,3
12957191.0,93.0,66.0,1
12564294.0,112.0,305.0,1
12125384.0,117.0,38702.0,1
11778155.0,468.0,5312.0,2
11247151.0,307.0,10096.0,1
11043165.0,212.0,16400.0,1
10907930.0,90.0,84337.0,2
10743168.0,147.0,28795.0,2
10642878.0,24.0,1916.0,1
10233755.0,51.0,360.0,1
10005184.0,138.19994208653924,0.0,1
9957373.910909813,200.0,150052.0,2
9796353.910909813,215.0,63684.0,3
9674105.0,40.0,602.0,1
9541170.0,48.0,4548.0,1
9347484.0,561.0,2532.0,1
8654773.0,64.0,31841.0,1
8622097.0,59.0,8998.0,1
7940694.0,191.0,5121.0,1
7561564.0,123.8281743638161,412.0,1
7476388.0,152.0,31133.0,2
7322645.0,165.0,360.0,1
7165125.0,65.0,123044.0,2
7148281.0,186.0,2633.0,1
7000817.0,197.0,15853.0,1
6961080.0,37.0,1581.0,1
6707015.0,41.0,1647.0,1
6702452.0,123.8281743638161,0.0,1
6689746.0,1926.0,1204.0,2
6549358.910909813,214.0,477.0,2
6374715.0,164.0,4149.0,1
6335769.0,249.0,620.0,1
6330772.0,360.0,3446.0,2
6041985.0,29.0,323.0,1
5778056.0,123.8281743638161,3.0,1
5679972.910909813,500.0,199.0,1
5644839.0,86.0,15934.0,1
5614950.910909813,208.0,256841.0,3
5591127.0,45.0,72665.0,1
5232743.0,98.0,57118.0,2
5155521.0,46.0,737.0,1
4875814.821819626,706.0,82.0,3
4863606.0,70.0,544.0,2
4774847.0,331.0,79653.0,3
4718456.0,100.0,1018.0,1
4410406.0,29.0,45669.0,1
4384879.910909813,496.0,2868.0,2
4372346.0,79.0,698.0,1
4353464.0,50.0,73459.0,1
4155720.0,281.0,11461.0,1
4138487.0,133.0,61956.0,1
4133892.0,123.8281743638161,888.0,1
4108661.0,721.0,821.0,1
4104614.0,194.0,780.0,1
4083909.0,50.0,35856.0,1
4021617.0,292.0,896.0,1
3925546.0,83.0,41427.0,2
3616938.0,295.0,54.0,1
3589664.0,958.0,519.0,1
3578422.0,87.0,28411.0,1
3561285.0,27.0,30101.0,1
3423540.0,201.0,10277.0,1
3398846.821819626,567.0,139810.0,3
3370376.910909813,326.0,497.0,2
3336726.0,87.0,21492.0,1
3241506.0,247.0,473.0,1
3056188.0,392.0,19672.0,1
2896489.0,1222.0,4496.0,1
2851435.0,157.0,934.0,1
2805374.821819626,855.0,3055.0,3
2802922.0,32.0,38904.0,1
2714581.0,250.0,807.0,1
2671596.0,9274.0,92.0,1
2657569.0,46.0,30424.0,1
2590286.0,591.0,17803.0,2
2515458.0,63.0,491.0,1
2471681.0,200.0,30457.0,2
2445118.0,31.0,10591.0,1
2325497.0,39.0,119.0,1
2258014.0,28.0,73.0,1
2256890.0,140.0,25556.0,2
2229892.821819626,361.0,233887.0,4
2215691.910909813,1162.0,1582.0,1
2134638.0,310.8281743638161,24311.0,2
2031809.8218196258,395.0,5374.0,2
2029255.0,55.0,26780.0,1
2010261.0,69.0,32023.0,1
1930775.0,164.0,74228.0,2
1903982.910909813,37.0,1409.0,1
1900367.821819626,811.0,96.0,2
1890851.0,123.8281743638161,37.0,1
1887096.0,692.0,1247.0,1
1876068.910909813,1078.0,368.0,1
1867930.0,1056.0,11686.0,1
1846084.0,2453.0,1676.0,1
1836950.0,76.0,25424.0,1
1819825.0,30.0,14.0,1
1775559.0,31.0,132.0,1
1751142.910909813,623.0,7114.0,2
1751018.910909813,335.0,33998.0,2
1711209.910909813,41.0,621.0,1
1620209.821819626,197.0,26255.0,2
1612352.821819626,1484.0,46790.0,2
1609214.910909813,209.0,16017.0,2
1566607.821819626,305.0,20850.0,2
1564875.821819626,1543.0,14466.0,2
1559264.910909813,40.0,63512.0,1
1538400.821819626,247.0,88143.0,2
1537898.0,223.0,5.0,1
1494880.0,152.0,22.0,1
1440141.0,256.0,26.0,1
1438090.0,55.0,17202.0,1
1416501.0,306.0,607.0,1
1364908.0,64.0,12769.0,1
1358685.0,25.0,47661.0,1
1300879.0,37.0,42597.0,1
1274617.910909813,318.0,53.0,1
1228750.0,504.0,1788.0,1
1204379.0,849.0,5432.0,1
1200220.0,1778.0,4234.0,1
1169093.0,1906.0,4236.0,1
1158205.0,190.0,5638.0,1
1142562.910909813,116.0,78134.0,2
1140445.0,37.0,62989.0,1
1135005.0,100.0,71569.0,2
1107773.0,176.0,746.0,1
1098409.0,222.0,382.0,1
1096580.0,470.0,549.0,1
1094804.0,351.0,38.0,1
1081236.0,31.0,29.0,1
1038137.910909813,645.0,43388.0,3
1037929.0,449.0,8452.0,1
1001325.910909813,78.0,15305.0,2
974935.0,3092.0,7.0,1
954350.0,3326.0,3960.0,3
915129.910909813,74.0,44366.0,1
905240.910909813,426.0,3616.0,1
901441.0,232.0,16426.0,2
897462.910909813,567.8281743638161,581.0,3
863069.0,308.0,27883.0,2
849959.0,39.0,500.0,1
849564.910909813,197.0,15539.0,1
849369.910909813,390.0,105.0,1
849227.0,43.0,47493.0,1
827151.0,1198.0,904.0,2
821885.0,52.0,57.0,1
812456.910909813,123.8281743638161,497.0,1
810088.910909813,423.0,7926.0,1
809295.910909813,317.0,1737.0,1
806998.0,60.0,30067.0,1
799005.0,247.6563487276322,7.0,2
786336.910909813,172.0,9779.0,1
784840.910909813,49.0,8639.0,1
784263.910909813,45.0,15544.0,1
781394.910909813,120.0,268.0,1
781004.910909813,56.0,1045.0,1
781004.910909813,116.0,12952.0,1
779766.910909813,42.0,23510.0,1
779223.910909813,815.0,695.0,1
777346.910909813,285.0,15172.0,1
774826.910909813,67.0,960.0,2
773124.910909813,64.0,7873.0,1
772140.910909813,732.0,247.0,1
772117.910909813,219.0,427.0,1
771768.910909813,45.0,29089.0,1
770824.910909813,95.0,268.0,1
770464.910909813,171.0,351.0,1
770128.910909813,228.0,11181.0,1
769008.910909813,58.0,56918.0,1
768012.910909813,38.0,32031.0,1
767804.910909813,254.0,12090.0,1
767804.910909813,605.0,9388.0,1
767780.910909813,216.0,506.0,1
767720.910909813,46.0,1141.0,1
767606.910909813,149.0,6789.0,1
767531.910909813,838.0,692.0,1
767529.910909813,257.0,65281.0,1
767056.910909813,99.0,76108.0,1
766603.910909813,316.0,9719.0,1
766521.910909813,271.0,77.0,1
766301.910909813,123.8281743638161,3.0,1
766189.910909813,119.0,17474.0,1
766032.910909813,135.0,44.0,1
765687.910909813,363.0,603.0,1
765466.910909813,42.0,34565.0,1
765220.910909813,209.0,242.0,1
765197.910909813,46.0,26420.0,1
765189.910909813,368.0,23.0,1
765182.910909813,249.0,779.0,1
757278.0,123.8281743638161,20.0,1
756886.0,154.0,129450.0,3
752085.0,41.0,2813.0,1
739025.0,53.0,100135.0,1
728462.0,52.0,18998.0,1
719752.0,40.0,20254.0,1
706946.0,127.0,16960.0,1
693801.0,249.0,113.0,1
671030.0,276.0,11862.0,1
640789.0,41.0,2357.0,1
594152.0,149.0,30748.0,1
563897.0,55.0,12403.0,1
551153.0,35.0,50950.0,1
510828.0,796.0,44.0,1
507222.0,95.0,25751.0,1
501795.0,287.0,390.0,1
465038.0,232.0,10317.0,1
455497.0,56.0,17427.0,1
440564.0,56.0,26431.0,1
429792.0,31.0,16100.0,1
418227.0,571.0,16783.0,1
409820.0,221.0,6966.0,1
399406.0,92.0,11946.0,2
387544.0,104.0,24420.0,1
387452.0,42.0,5229.0,1
374022.0,153.0,1937.0,2
373793.0,264.0,39001.0,1
334576.0,198.0,7259.0,1
332514.0,207.0,10932.0,1
331347.0,123.8281743638161,3.0,1
304783.0,1464.0,551.0,1
294811.0,373.0,387.0,1
288359.0,72.0,67824.0,1
282775.0,247.0,1163.0,1
280186.0,198.0,5431.0,1
275675.0,591.0,4331.0,1
249965.0,363.0,4760.0,1
247530.0,149.0,35826.0,1
246259.0,241.0,46294.0,2
219400.0,531.0,9868.0,1
199370.0,297.0,520.0,1
172661.0,134.0,15069.0,1
162050.0,516.0,10151.0,1
141712.0,665.0,498.0,1
138877.0,46.0,49835.0,1
136740.0,123.8281743638161,5.0,1
136209.0,46.0,10538.0,1
132912.0,408.0,587.0,1
131091.0,49.0,35636.0,1
130403.0,258.0,6698.0,1
125685.0,63.0,505.0,1
125112.0,123.8281743638161,3.0,1
124391.0,127.0,72404.0,2
117953.0,749.0,6963.0,2
117092.0,123.8281743638161,3.0,1
110804.0,456.0,487.0,1
107122.0,174.0,16880.0,1
104555.0,893.0,1297.0,1
102183.0,244.0,303.0,1
96432.0,247.0,3801.0,1
90362.0,193.0,3623.0,1
88615.0,72.0,18274.0,1
88453.0,32.0,148.0,1
86455.0,24.0,3735.0,1
85157.0,121.0,8636.0,1
82613.0,592.0,28.0,1
82534.0,43.0,8.0,1
82464.0,358.0,24.0,1
79748.0,182.0,392.0,1
72799.0,566.0,46687.0,2
71947.0,141.0,480.0,1
67021.0,60.0,11688.0,1
65181.0,181.0,4.0,1
64657.0,546.0,9748.0,1
63354.0,81.0,19874.0,1
60183.0,2640.0,346.0,1
57206.0,98.0,16030.0,1
49670.0,81.0,21682.0,1
45028.0,143.0,22107.0,1
43603.0,40.0,11914.0,1
42440.0,65.0,22623.0,1
40679.0,77.0,31362.0,1
34871.0,82.0,28344.0,1
34393.0,40.0,22173.0,1
34181.0,23.0,49.0,1
33280.0,37.0,483.0,1
33050.0,41.0,16046.0,1
31623.0,2177.0,15650.0,2
29405.0,146.0,585.0,1
28574.0,33.0,6398.0,1
28288.0,62.0,69964.0,1
28166.0,297.0,9378.0,1
27127.0,373.0,7.0,1
25923.0,123.8281743638161,4.0,1
22562.0,74.0,10328.0,1
22320.0,162.0,18540.0,1
21354.0,60.0,16897.0,1
19653.0,39.0,13562.0,1
19211.0,147.0,84.0,1
16957.0,175.0,15675.0,1
16134.0,178.0,9526.0,1
15305.0,390.0,1710.0,1
13265.0,1302.0,6096.0,1
13232.0,56.0,1081.0,1
13127.0,30.0,2397.0,1
11923.0,51.0,24694.0,1
10944.0,183.0,3507.0,1
8109.0,160.0,9253.0,1
7623.0,62.0,24575.0,1
6730.0,52.0,83.0,1
6602.0,43.0,1360.0,1
6554.0,39.0,67383.0,1
6287.0,311.0,11.0,1
6197.0,42.0,1738.0,1
5983.0,119.0,32839.0,1
5972.0,207.0,64256.0,1
5416.0,238.0,47.0,1
5394.0,393.0,19.0,1
4718.0,214.0,9231.0,1
3302.0,43.0,39625.0,1
3127.0,79.0,48.0,1
2894.0,514.0,13430.0,1
2758.0,58.0,39558.0,1
2622.0,43.0,69468.0,1
2611.0,33.0,310.0,1
2244.0,160.0,2891.0,1
2160.0,299.0,8.0,1
2012.0,819.0,164.0,1
1734.0,43.0,511.0,1
1438.0,143.0,21256.0,1
1179.0,1305.0,168.0,1
1055.0,107.19994208653924,5.0,1
466.0,147.0,105211.0,1
